CustomerID,total_transactions,Customer_behavior,lifespan_months,total_variety_products_purchased,total_products_purchased,Revenue,AOV,Country
16415,1,one time customer,0,47,178,200.27,200.27,United Kingdom
14870,1,one time customer,0,13,119,327.25,327.25,United Kingdom
14661,1,one time customer,0,4,35,107.95,107.95,United Kingdom
15444,2,repeating customer,1,214,759,1411.21,705.61,United Kingdom
15996,7,repeating customer,9,128,382,1048.48,149.78,United Kingdom
12923,1,one time customer,0,28,68,172.82,172.82,United Kingdom
14777,2,repeating customer,12,3,9,17.45,8.72,United Kingdom
14437,2,repeating customer,7,6,61,169.4,84.7,United Kingdom
12987,3,repeating customer,4,30,221,572.4,190.8,United Kingdom
16829,1,one time customer,0,11,99,197.22,197.22,United Kingdom
17382,1,one time customer,0,2,25,65.4,65.4,United Kingdom
12445,1,one time customer,0,4,62,133.4,133.4,Spain
17905,4,repeating customer,9,33,406,798.99,199.75,United Kingdom
12701,2,repeating customer,5,53,678,797.71,398.86,Germany
15276,1,one time customer,0,49,61,128.63,128.63,United Kingdom
16856,1,one time customer,0,2,12,35.4,35.4,United Kingdom
17973,1,one time customer,0,15,176,337.04,337.04,United Kingdom
16554,7,repeating customer,11,74,493,1032.65,147.52,United Kingdom
15120,2,repeating customer,1,22,300,373.82,186.91,United Kingdom
16647,2,repeating customer,1,14,146,214.06,107.03,United Kingdom
16404,1,one time customer,0,23,157,443.05,443.05,United Kingdom
14210,7,repeating customer,9,103,761,1910.79,272.97,United Kingdom
17266,3,repeating customer,5,73,153,296.58,98.86,United Kingdom
12689,2,repeating customer,3,72,628,1247.61,623.81,France
15660,12,repeating customer,11,94,1063,1649.71,137.48,United Kingdom
13334,3,repeating customer,7,265,1764,3502.32,1167.44,United Kingdom
15372,1,one time customer,0,27,2924,2007.4,2007.4,United Kingdom
14897,4,repeating customer,10,55,468,1366.38,341.6,United Kingdom
17593,6,repeating customer,12,214,3095,3939.64,656.61,United Kingdom
14211,13,repeating customer,8,118,1252,2273.9,174.92,United Kingdom
13316,5,repeating customer,8,87,5509,5895.17,1179.03,United Kingdom
17073,4,repeating customer,3,174,759,1446.09,361.52,United Kingdom
15904,1,one time customer,0,30,84,164.68,164.68,United Kingdom
17694,1,one time customer,0,15,184,283.12,283.12,United Kingdom
12441,1,one time customer,0,11,121,173.55,173.55,France
17643,1,one time customer,0,8,71,101.55,101.55,United Kingdom
13404,2,repeating customer,7,11,111,252.49,126.25,United Kingdom
14352,4,repeating customer,4,47,538,1078.96,269.74,United Kingdom
15807,3,repeating customer,1,48,430,903.9,301.3,United Kingdom
14133,5,repeating customer,7,30,354,620.94,124.19,United Kingdom
14709,14,repeating customer,11,197,2486,4930.94,352.21,United Kingdom
13690,1,one time customer,0,9,67,172.25,172.25,United Kingdom
14608,4,repeating customer,12,20,437,1785.15,446.29,United Kingdom
18198,21,repeating customer,11,166,4309,5768.06,274.67,United Kingdom
17659,14,repeating customer,12,161,1564,3044.17,217.44,United Kingdom
14912,3,repeating customer,7,28,972,894.18,298.06,Italy
14284,3,repeating customer,2,34,165,612.05,204.02,United Kingdom
13245,1,one time customer,0,16,125,430.5,430.5,United Kingdom
16921,1,one time customer,0,55,154,154.18,154.18,United Kingdom
16688,4,repeating customer,2,62,804,1260.86,315.22,United Kingdom
15734,2,repeating customer,3,26,346,1339.45,669.73,United Kingdom
14869,3,repeating customer,4,71,550,725.2,241.73,United Kingdom
14090,1,one time customer,0,1,72,76.32,76.32,United Kingdom
15048,5,repeating customer,10,95,204,384.48,76.9,United Kingdom
15464,1,one time customer,0,155,348,1044.65,1044.65,United Kingdom
15557,1,one time customer,0,19,213,468.91,468.91,United Kingdom
16526,1,one time customer,0,15,106,290.36,290.36,United Kingdom
13569,2,repeating customer,11,79,156,338.62,169.31,United Kingdom
15300,1,one time customer,0,28,292,496.44,496.44,United Kingdom
16841,7,repeating customer,9,117,2266,1965.02,280.72,United Kingdom
15469,4,repeating customer,2,27,156,572.6,143.15,United Kingdom
17911,1,one time customer,0,39,223,366.23,366.23,United Kingdom
13900,3,repeating customer,3,43,430,740.95,246.98,United Kingdom
17796,4,repeating customer,10,81,176,690,172.5,United Kingdom
16796,1,one time customer,0,18,186,305.62,305.62,United Kingdom
15694,15,repeating customer,12,79,1689,6535.2,435.68,United Kingdom
12362,13,repeating customer,10,274,2246,5297.88,407.53,Belgium
14079,1,one time customer,0,12,301,375.1,375.1,United Kingdom
15348,1,one time customer,0,9,84,158.04,158.04,United Kingdom
15320,1,one time customer,0,36,326,267.13,267.13,United Kingdom
14368,1,one time customer,0,8,36,155,155,United Kingdom
17510,1,one time customer,0,20,214,308.48,308.48,United Kingdom
16980,2,repeating customer,1,81,739,1028.46,514.23,United Kingdom
15505,7,repeating customer,3,99,2432,3724.78,532.11,United Kingdom
14646,77,repeating customer,12,2085,198263,280923.02,3648.35,Netherlands
14477,5,repeating customer,9,11,721,1311.39,262.28,United Kingdom
15160,1,one time customer,0,4,84,158.16,158.16,United Kingdom
15983,4,repeating customer,11,112,886,1465.12,366.28,United Kingdom
17187,1,one time customer,0,10,144,203.95,203.95,United Kingdom
16218,8,repeating customer,11,90,2099,3114.49,389.31,United Kingdom
16955,5,repeating customer,6,26,286,543.67,108.73,United Kingdom
13502,3,repeating customer,10,18,264,292,97.33,United Kingdom
16612,4,repeating customer,9,66,506,1187.66,296.91,United Kingdom
13560,1,one time customer,0,32,63,171.42,171.42,United Kingdom
17986,1,one time customer,0,1,10,20.8,20.8,United Kingdom
15472,1,one time customer,0,76,251,371.56,371.56,United Kingdom
17307,1,one time customer,0,1,144,152.64,152.64,United Kingdom
13933,2,repeating customer,1,23,205,608.79,304.4,United Kingdom
14680,23,repeating customer,11,320,14478,30575.88,1329.39,United Kingdom
12664,10,repeating customer,11,38,1204,4899.88,489.99,Finland
14652,1,one time customer,0,29,53,114.18,114.18,United Kingdom
13267,27,repeating customer,12,224,1999,4638.54,171.8,United Kingdom
16983,8,repeating customer,11,144,1348,1916.92,239.62,United Kingdom
16566,6,repeating customer,9,19,363,615.31,102.55,United Kingdom
13319,36,repeating customer,12,500,4762,11026.76,306.3,United Kingdom
13901,5,repeating customer,8,149,1739,2867.2,573.44,United Kingdom
16187,17,repeating customer,9,297,5092,6981.64,410.68,United Kingdom
14963,5,repeating customer,5,192,1159,1472.34,294.47,United Kingdom
13243,1,one time customer,0,57,232,585.12,585.12,United Kingdom
15759,3,repeating customer,5,7,60,253.04,84.35,United Kingdom
13108,1,one time customer,0,10,298,350.06,350.06,United Kingdom
13002,1,one time customer,0,7,73,120.95,120.95,United Kingdom
12769,1,one time customer,0,32,356,1143.6,1143.6,Brazil
17877,1,one time customer,0,12,98,237.61,237.61,United Kingdom
15435,1,one time customer,0,29,54,149.29,149.29,United Kingdom
13722,4,repeating customer,5,86,1402,2381.66,595.42,United Kingdom
13373,3,repeating customer,7,158,1651,3312.25,1104.08,United Kingdom
16005,4,repeating customer,8,201,280,578.71,144.68,United Kingdom
13878,1,one time customer,0,35,463,1271.57,1271.57,United Kingdom
15057,2,repeating customer,2,25,668,1489.5,744.75,United Kingdom
17899,1,one time customer,0,31,170,154.55,154.55,United Kingdom
17381,30,repeating customer,12,110,25652,20278.79,675.96,United Kingdom
12483,13,repeating customer,10,81,1123,2642.83,203.29,Sweden
14064,7,repeating customer,8,79,2210,1499.76,214.25,United Kingdom
12714,5,repeating customer,9,259,3069,4708.86,941.77,France
15267,5,repeating customer,5,11,944,1717.36,343.47,United Kingdom
16961,1,one time customer,0,14,125,234.17,234.17,United Kingdom
14147,3,repeating customer,8,6,120,498.4,166.13,United Kingdom
17392,2,repeating customer,2,56,277,417.27,208.63,United Kingdom
16427,2,repeating customer,1,9,156,241.06,120.53,United Kingdom
13763,3,repeating customer,4,17,731,1740.46,580.15,United Kingdom
18218,4,repeating customer,2,23,574,677.62,169.4,United Kingdom
13846,4,repeating customer,11,58,393,882.51,220.63,United Kingdom
14584,5,repeating customer,1,99,385,1046.06,209.21,United Kingdom
14041,1,one time customer,0,21,94,141.41,141.41,United Kingdom
18014,1,one time customer,0,30,66,162.22,162.22,United Kingdom
12622,1,one time customer,0,11,69,180.1,180.1,Germany
12708,16,repeating customer,11,174,1344,2809.5,175.59,Germany
12624,2,repeating customer,2,38,355,641.13,320.57,France
12947,11,repeating customer,7,103,1173,1800.69,163.7,United Kingdom
15895,1,one time customer,0,11,94,179.17,179.17,United Kingdom
16710,10,repeating customer,11,394,1823,2467.99,246.8,United Kingdom
15656,4,repeating customer,8,47,343,748.5,187.13,United Kingdom
15973,3,repeating customer,4,6,125,515.87,171.96,United Kingdom
14583,5,repeating customer,7,302,751,986.96,197.39,United Kingdom
15067,3,repeating customer,6,82,954,1744.76,581.59,United Kingdom
17898,2,repeating customer,4,28,190,152.06,76.03,United Kingdom
14715,4,repeating customer,10,71,521,867.38,216.85,United Kingdom
15073,4,repeating customer,5,76,705,1474.39,368.6,United Kingdom
12795,1,one time customer,0,14,68,430.48,430.48,Portugal
17454,4,repeating customer,5,61,243,517.53,129.38,United Kingdom
17303,1,one time customer,0,53,144,250.04,250.04,United Kingdom
12672,1,one time customer,0,10,78,225.9,225.9,France
17890,2,repeating customer,1,91,402,586.89,293.44,United Kingdom
14968,1,one time customer,0,37,127,147.59,147.59,United Kingdom
17633,6,repeating customer,11,72,658,1407.34,234.56,United Kingdom
12681,27,repeating customer,11,646,7554,13897.49,514.72,France
18274,2,repeating customer,0,22,176,351.84,175.92,United Kingdom
13558,4,repeating customer,2,169,338,594.52,148.63,United Kingdom
14159,14,repeating customer,11,1183,4361,4645.06,331.79,United Kingdom
17647,1,one time customer,0,7,30,133.06,133.06,United Kingdom
12984,1,one time customer,0,4,26,97.5,97.5,United Kingdom
13500,4,repeating customer,3,67,633,1196.77,299.19,United Kingdom
15790,1,one time customer,0,34,113,218.75,218.75,United Kingdom
15925,1,one time customer,0,12,93,207.15,207.15,United Kingdom
13137,9,repeating customer,9,688,2205,3648.62,405.4,United Kingdom
16115,8,repeating customer,9,279,994,1660.88,207.61,United Kingdom
17277,2,repeating customer,3,69,430,1065.35,532.67,United Kingdom
13807,1,one time customer,0,7,36,112.6,112.6,United Kingdom
16488,4,repeating customer,4,31,732,505.4,126.35,United Kingdom
17432,2,repeating customer,0,48,207,365.76,182.88,United Kingdom
17585,4,repeating customer,7,208,1650,1116.68,279.17,United Kingdom
12601,6,repeating customer,5,29,246,584.56,97.43,Germany
14623,6,repeating customer,7,134,420,906.6,151.1,United Kingdom
14019,4,repeating customer,3,68,1040,1444.26,361.06,United Kingdom
14101,6,repeating customer,8,35,6942,5976.79,996.13,United Kingdom
13157,5,repeating customer,8,89,1448,1760.87,352.17,United Kingdom
17134,2,repeating customer,5,23,98,413.2,206.6,United Kingdom
17879,1,one time customer,0,6,45,178.52,178.52,United Kingdom
17180,6,repeating customer,9,128,673,799.62,133.27,United Kingdom
17863,6,repeating customer,10,148,2638,3160,526.67,United Kingdom
12536,5,repeating customer,2,273,2954,21096.84,4219.37,France
15236,1,one time customer,0,15,269,321.05,321.05,United Kingdom
16506,2,repeating customer,1,3,42,90.3,45.15,United Kingdom
13917,2,repeating customer,4,18,228,272.04,136.02,United Kingdom
17197,1,one time customer,0,29,191,1013.01,1013.01,United Kingdom
14785,2,repeating customer,0,3,84,77.4,38.7,United Kingdom
14213,1,one time customer,0,5,244,1192.2,1192.2,United Kingdom
18074,1,one time customer,0,13,190,489.6,489.6,United Kingdom
12479,3,repeating customer,1,35,419,577.1,192.37,Germany
12652,2,repeating customer,0,51,508,925.43,462.71,France
17758,8,repeating customer,7,404,2054,3408.2,426.02,United Kingdom
17837,10,repeating customer,4,165,513,1574.08,157.41,United Kingdom
13369,2,repeating customer,0,19,171,352.81,176.41,United Kingdom
16899,6,repeating customer,12,123,520,1271.06,211.84,United Kingdom
13523,6,repeating customer,11,177,1759,4174.38,695.73,United Kingdom
13427,3,repeating customer,6,29,545,582.6,194.2,United Kingdom
15513,22,repeating customer,11,314,5873,14996.36,681.65,United Kingdom
16226,3,repeating customer,1,8,192,255.12,85.04,United Kingdom
18125,5,repeating customer,10,193,801,1133.4,226.68,United Kingdom
17293,9,repeating customer,12,132,1135,1854.06,206.01,United Kingdom
14576,1,one time customer,0,1,12,35.4,35.4,United Kingdom
12707,1,one time customer,0,33,256,603.42,603.42,France
15361,1,one time customer,0,7,336,418.92,418.92,United Kingdom
13699,1,one time customer,0,14,66,308.58,308.58,United Kingdom
16392,1,one time customer,0,43,201,217.89,217.89,United Kingdom
12864,1,one time customer,0,3,216,147.12,147.12,United Kingdom
12587,1,one time customer,0,4,51,144,144,Finland
12694,2,repeating customer,3,37,509,869.67,434.83,France
17508,1,one time customer,0,22,289,387.31,387.31,Greece
16553,14,repeating customer,6,86,4605,5775.07,412.5,United Kingdom
13223,2,repeating customer,1,5,88,163.2,81.6,United Kingdom
12867,10,repeating customer,11,547,4308,4059.94,405.99,United Kingdom
12843,9,repeating customer,7,108,809,1723.76,191.53,United Kingdom
15022,4,repeating customer,1,121,527,852.39,213.1,United Kingdom
12409,7,repeating customer,3,114,5559,11088.41,1584.06,Switzerland
13497,3,repeating customer,3,20,167,375.05,125.02,United Kingdom
14640,8,repeating customer,7,112,937,2190.31,273.79,United Kingdom
14140,3,repeating customer,1,67,813,950.05,316.68,United Kingdom
16500,6,repeating customer,11,11,123,400.86,66.81,United Kingdom
14961,12,repeating customer,11,317,3724,7082.78,590.23,United Kingdom
17071,14,repeating customer,10,148,1212,2472.58,176.61,United Kingdom
13780,2,repeating customer,6,57,318,360.01,180,United Kingdom
18220,2,repeating customer,1,4,294,312.78,156.39,United Kingdom
17569,1,one time customer,0,29,159,344.14,344.14,United Kingdom
15511,5,repeating customer,2,158,269,900.53,180.11,United Kingdom
13534,43,repeating customer,12,342,3046,6127.08,142.49,United Kingdom
14265,2,repeating customer,1,31,330,530.18,265.09,Unspecified
16774,5,repeating customer,4,49,326,668.12,133.62,United Kingdom
12593,3,repeating customer,3,21,206,418.1,139.37,France
14525,13,repeating customer,12,289,2671,4326.73,332.83,United Kingdom
16951,4,repeating customer,6,87,1330,1292.75,323.19,United Kingdom
13113,40,repeating customer,12,280,3506,13981.92,349.55,United Kingdom
17469,6,repeating customer,6,90,796,1898.88,316.48,United Kingdom
12844,2,repeating customer,3,52,125,325.96,162.98,United Kingdom
13037,3,repeating customer,4,48,431,881.07,293.69,United Kingdom
16719,8,repeating customer,11,198,1177,1786.72,223.34,United Kingdom
13345,2,repeating customer,1,22,143,401.4,200.7,United Kingdom
16217,4,repeating customer,1,19,106,349.11,87.28,United Kingdom
12488,3,repeating customer,2,55,529,1298.66,432.89,France
17306,21,repeating customer,11,69,11512,8661.89,412.47,United Kingdom
15307,1,one time customer,0,12,37,205.3,205.3,United Kingdom
15087,1,one time customer,0,15,470,306.94,306.94,United Kingdom
17466,2,repeating customer,2,41,306,763.28,381.64,United Kingdom
13216,1,one time customer,0,5,297,333.74,333.74,United Kingdom
13011,1,one time customer,0,3,13,50.55,50.55,United Kingdom
17901,1,one time customer,0,19,24,110.38,110.38,United Kingdom
16282,1,one time customer,0,11,114,168.3,168.3,United Kingdom
13239,1,one time customer,0,22,363,329.56,329.56,United Kingdom
18056,1,one time customer,0,19,211,363.65,363.65,United Kingdom
15537,1,one time customer,0,24,29,110.92,110.92,United Kingdom
12393,4,repeating customer,8,64,816,1582.6,395.65,Australia
14796,27,repeating customer,12,1156,6078,8158.47,302.17,United Kingdom
14242,2,repeating customer,3,16,123,280.55,140.27,United Kingdom
13972,2,repeating customer,4,15,187,190.25,95.13,United Kingdom
12680,4,repeating customer,4,52,443,862.81,215.7,France
12628,4,repeating customer,2,43,451,803.31,200.83,Germany
16591,1,one time customer,0,10,41,213.5,213.5,United Kingdom
15386,1,one time customer,0,31,446,394.14,394.14,United Kingdom
15194,22,repeating customer,12,326,5758,7711.89,350.54,United Kingdom
17295,3,repeating customer,1,68,293,547,182.33,United Kingdom
14006,3,repeating customer,7,30,641,962.19,320.73,United Kingdom
18155,4,repeating customer,7,28,274,395.42,98.86,United Kingdom
14790,4,repeating customer,8,46,699,745.06,186.27,United Kingdom
15885,3,repeating customer,7,18,111,379.35,126.45,United Kingdom
13962,2,repeating customer,7,11,87,169.55,84.78,United Kingdom
16211,2,repeating customer,0,24,155,551.27,275.63,United Kingdom
17148,1,one time customer,0,9,82,124.88,124.88,United Kingdom
14083,9,repeating customer,12,177,705,1002.9,111.43,United Kingdom
16527,1,one time customer,0,14,106,228.06,228.06,United Kingdom
16318,1,one time customer,0,19,199,328.15,328.15,United Kingdom
12997,7,repeating customer,10,67,680,1255.84,179.41,United Kingdom
14830,1,one time customer,0,39,164,188.88,188.88,United Kingdom
13668,29,repeating customer,12,494,3827,6457.35,222.67,United Kingdom
18095,2,repeating customer,0,21,419,580.05,290.02,United Kingdom
16403,2,repeating customer,1,15,125,193.95,96.97,United Kingdom
12605,1,one time customer,0,3,4,7.5,7.5,Germany
18133,2,repeating customer,0,2,2700,1147.5,573.75,United Kingdom
17854,2,repeating customer,2,15,84,311.26,155.63,United Kingdom
15118,1,one time customer,0,1,1440,244.8,244.8,United Kingdom
15347,1,one time customer,0,5,130,201.6,201.6,United Kingdom
12584,18,repeating customer,9,126,478,2782.35,154.57,Italy
17537,2,repeating customer,9,74,699,887.67,443.84,United Kingdom
17232,2,repeating customer,1,35,202,417.77,208.88,United Kingdom
17090,8,repeating customer,12,62,904,1976.75,247.09,United Kingdom
18065,15,repeating customer,12,138,1030,2405.58,160.37,United Kingdom
14177,5,repeating customer,3,42,205,554.41,110.88,United Kingdom
12854,5,repeating customer,8,114,631,1351.6,270.32,United Kingdom
16738,1,one time customer,0,1,3,3.75,3.75,United Kingdom
17042,5,repeating customer,8,97,990,1036.58,207.32,United Kingdom
17314,11,repeating customer,10,136,1908,2541.08,231.01,United Kingdom
13405,3,repeating customer,8,27,165,572.45,190.82,United Kingdom
14461,3,repeating customer,4,180,766,2103.06,701.02,United Kingdom
16595,1,one time customer,0,85,335,360.16,360.16,United Kingdom
12535,2,repeating customer,3,34,219,716.35,358.18,France
14502,14,repeating customer,10,615,1495,2549.48,182.11,United Kingdom
18237,5,repeating customer,5,61,622,987.1,197.42,United Kingdom
17775,1,one time customer,0,3,72,56.4,56.4,United Kingdom
17011,1,one time customer,0,15,186,270.9,270.9,United Kingdom
13449,1,one time customer,0,19,222,291.88,291.88,United Kingdom
17237,2,repeating customer,0,19,105,314.69,157.35,United Kingdom
12561,1,one time customer,0,16,177,238.85,238.85,Germany
16340,1,one time customer,0,141,486,534.31,534.31,United Kingdom
13908,5,repeating customer,6,126,1486,2392.05,478.41,United Kingdom
16859,5,repeating customer,5,72,998,1022.48,204.5,United Kingdom
16357,3,repeating customer,6,34,246,658.88,219.63,United Kingdom
15882,5,repeating customer,5,24,286,537.36,107.47,United Kingdom
17014,4,repeating customer,2,73,248,604.18,151.04,United Kingdom
12904,2,repeating customer,5,71,294,496.06,248.03,United Kingdom
13937,1,one time customer,0,9,123,158.85,158.85,United Kingdom
13575,5,repeating customer,5,46,449,732.07,146.41,United Kingdom
14321,5,repeating customer,10,123,2406,1530.75,306.15,United Kingdom
17222,1,one time customer,0,27,122,328.65,328.65,United Kingdom
15700,3,repeating customer,0,89,386,729.33,243.11,United Kingdom
16379,5,repeating customer,3,109,1412,2182.9,436.58,United Kingdom
17985,1,one time customer,0,21,171,631.35,631.35,United Kingdom
17453,2,repeating customer,1,19,219,486.72,243.36,United Kingdom
14125,3,repeating customer,2,166,1628,2720.63,906.88,United Kingdom
17623,1,one time customer,0,33,265,527.05,527.05,United Kingdom
13923,1,one time customer,0,20,185,351.13,351.13,United Kingdom
17140,1,one time customer,0,18,296,454.12,454.12,United Kingdom
18150,3,repeating customer,6,37,332,566.58,188.86,United Kingdom
14842,8,repeating customer,9,158,1186,3192.58,399.07,United Kingdom
16454,3,repeating customer,6,3,4,21.95,7.32,United Kingdom
15589,4,repeating customer,2,30,244,500.48,125.12,United Kingdom
14880,3,repeating customer,7,46,365,690.59,230.2,United Kingdom
15240,7,repeating customer,10,83,1377,1727.57,246.8,United Kingdom
16572,4,repeating customer,5,58,534,1019.5,254.87,United Kingdom
15447,1,one time customer,0,9,85,155.17,155.17,United Kingdom
17356,1,one time customer,0,19,166,178.22,178.22,United Kingdom
16372,2,repeating customer,0,92,158,355.73,177.86,United Kingdom
16620,2,repeating customer,9,9,88,178.96,89.48,United Kingdom
12750,1,one time customer,0,15,137,275.88,275.88,Poland
17198,3,repeating customer,11,96,357,692.22,230.74,United Kingdom
16685,2,repeating customer,0,62,396,324.24,162.12,United Kingdom
17217,1,one time customer,0,9,24,113.5,113.5,United Kingdom
16292,2,repeating customer,0,19,194,323.6,161.8,United Kingdom
14768,3,repeating customer,3,6,70,245.7,81.9,United Kingdom
17984,1,one time customer,0,48,98,152.68,152.68,United Kingdom
13828,1,one time customer,0,15,311,209.49,209.49,United Kingdom
14815,2,repeating customer,1,53,744,778.5,389.25,United Kingdom
17904,2,repeating customer,0,35,60,193.82,96.91,United Kingdom
16227,2,repeating customer,1,7,92,320.12,160.06,United Kingdom
17642,2,repeating customer,2,40,474,712.29,356.14,United Kingdom
12787,3,repeating customer,6,20,261,463.66,154.55,Netherlands
17521,4,repeating customer,6,46,520,724.46,181.11,United Kingdom
13279,2,repeating customer,1,11,76,149.2,74.6,United Kingdom
15374,1,one time customer,0,3,126,168,168,United Kingdom
17800,9,repeating customer,10,103,732,1187.21,131.91,United Kingdom
16384,2,repeating customer,6,33,260,584.5,292.25,United Kingdom
16098,7,repeating customer,9,67,613,2005.63,286.52,United Kingdom
14740,4,repeating customer,3,93,741,1473.21,368.3,United Kingdom
17094,2,repeating customer,0,15,156,333.8,166.9,United Kingdom
17519,7,repeating customer,11,83,1239,1848.97,264.14,United Kingdom
13435,9,repeating customer,6,103,2133,3825.29,425.03,United Kingdom
15610,1,one time customer,0,6,66,112.46,112.46,United Kingdom
16257,1,one time customer,0,2,2,46.95,46.95,United Kingdom
14591,4,repeating customer,6,176,1228,1320.21,330.05,United Kingdom
14395,12,repeating customer,12,351,1693,3515.71,292.98,United Kingdom
14282,15,repeating customer,12,154,2656,3701.44,246.76,United Kingdom
15976,2,repeating customer,1,96,275,427.64,213.82,United Kingdom
14045,4,repeating customer,8,6,535,1659.75,414.94,United Kingdom
17418,2,repeating customer,9,30,289,463.46,231.73,United Kingdom
14473,2,repeating customer,6,7,88,234.34,117.17,United Kingdom
12770,1,one time customer,0,12,743,1351.45,1351.45,Japan
16240,5,repeating customer,3,142,1648,3743.79,748.76,United Kingdom
15468,5,repeating customer,11,29,160,496.56,99.31,United Kingdom
12719,3,repeating customer,2,42,387,681.8,227.27,France
14335,2,repeating customer,2,60,375,454.86,227.43,Germany
13167,4,repeating customer,4,65,785,791.33,197.83,United Kingdom
12407,5,repeating customer,7,77,1416,1708.12,341.62,Belgium
15939,16,repeating customer,8,77,4731,6127.76,382.99,United Kingdom
16830,1,one time customer,0,23,264,325.91,325.91,United Kingdom
16678,17,repeating customer,9,170,2426,3206.15,188.6,United Kingdom
16499,5,repeating customer,0,22,132,411.8,82.36,United Kingdom
13370,2,repeating customer,0,44,350,788.42,394.21,United Kingdom
12405,1,one time customer,0,54,857,1710.39,1710.39,Finland
17552,6,repeating customer,10,51,730,950.86,158.48,United Kingdom
16989,6,repeating customer,5,12,1233,1133.25,188.88,United Kingdom
12548,1,one time customer,0,5,49,95.2,95.2,Spain
15866,1,one time customer,0,43,124,211.89,211.89,United Kingdom
18183,6,repeating customer,2,44,380,663.62,110.6,United Kingdom
14349,1,one time customer,0,31,86,133.5,133.5,United Kingdom
17480,2,repeating customer,0,31,340,517.13,258.56,United Kingdom
17579,4,repeating customer,6,52,260,457.6,114.4,United Kingdom
16190,1,one time customer,0,6,88,215.08,215.08,United Kingdom
16484,3,repeating customer,0,26,206,429.2,143.07,United Kingdom
14794,9,repeating customer,11,82,677,1367.71,151.97,United Kingdom
16872,3,repeating customer,3,7,600,680.02,226.67,United Kingdom
18037,6,repeating customer,7,19,20,70.02,11.67,United Kingdom
16730,4,repeating customer,9,84,1090,783.43,195.86,United Kingdom
15993,10,repeating customer,2,551,2046,2818.42,281.84,United Kingdom
17069,13,repeating customer,11,154,1530,2764.18,212.63,United Kingdom
15213,3,repeating customer,0,25,274,331.65,110.55,United Kingdom
15417,1,one time customer,0,28,284,508.8,508.8,United Kingdom
12401,1,one time customer,0,5,11,84.3,84.3,Belgium
13592,4,repeating customer,8,16,84,247.96,61.99,United Kingdom
14016,5,repeating customer,7,162,2126,4353.96,870.79,EIRE
14965,2,repeating customer,0,81,363,596.09,298.04,United Kingdom
13366,1,one time customer,0,1,144,56.16,56.16,United Kingdom
15384,3,repeating customer,6,43,599,649.06,216.35,United Kingdom
13348,1,one time customer,0,14,136,233.76,233.76,United Kingdom
16816,4,repeating customer,8,28,274,417.06,104.27,United Kingdom
18173,4,repeating customer,6,31,1220,2106.84,526.71,United Kingdom
12872,2,repeating customer,1,66,319,599.97,299.99,United Kingdom
16536,2,repeating customer,0,55,251,558.07,279.03,United Kingdom
17037,2,repeating customer,0,77,660,1281.42,640.71,United Kingdom
14052,1,one time customer,0,56,89,225.36,225.36,United Kingdom
18096,3,repeating customer,1,196,788,849.06,283.02,United Kingdom
15098,5,repeating customer,0,5,182,79183.5,15836.7,United Kingdom
17126,7,repeating customer,7,250,782,1002.35,143.19,United Kingdom
15514,13,repeating customer,11,197,2435,5139.99,395.38,United Kingdom
14421,2,repeating customer,5,27,365,813.11,406.56,United Kingdom
18178,6,repeating customer,8,99,987,1608.21,268.04,United Kingdom
12955,14,repeating customer,9,183,3686,4780.06,341.43,United Kingdom
17655,8,repeating customer,11,93,1276,2706.14,338.27,United Kingdom
17608,2,repeating customer,0,56,229,191.99,96,United Kingdom
12993,4,repeating customer,9,27,240,414.76,103.69,United Kingdom
13189,2,repeating customer,3,29,842,260.68,130.34,United Kingdom
16265,11,repeating customer,11,260,2665,5470.85,497.35,United Kingdom
13992,1,one time customer,0,5,64,76.8,76.8,United Kingdom
15068,2,repeating customer,7,104,364,553.36,276.68,United Kingdom
14784,2,repeating customer,10,15,237,289.99,145,United Kingdom
15216,1,one time customer,0,2,28,96.6,96.6,United Kingdom
13697,1,one time customer,0,12,177,151.3,151.3,United Kingdom
13049,2,repeating customer,9,14,268,656.68,328.34,United Kingdom
16123,1,one time customer,0,16,170,307.78,307.78,United Kingdom
17444,3,repeating customer,1,135,2119,2940.04,980.01,Canada
17675,41,repeating customer,12,721,8442,20650.46,503.67,United Kingdom
17956,1,one time customer,0,1,1,12.75,12.75,United Kingdom
15132,5,repeating customer,8,52,679,977.93,195.59,United Kingdom
13725,11,repeating customer,8,118,953,2151.31,195.57,United Kingdom
13496,3,repeating customer,11,36,353,688.73,229.58,United Kingdom
14209,7,repeating customer,10,88,694,2079.73,297.1,United Kingdom
12818,2,repeating customer,3,16,935,1566.28,783.14,Austria
16739,2,repeating customer,0,16,175,333.45,166.72,United Kingdom
17414,2,repeating customer,4,6,2100,778,389,United Kingdom
14116,5,repeating customer,3,72,707,1382.74,276.55,United Kingdom
15553,1,one time customer,0,55,449,428.93,428.93,United Kingdom
12855,1,one time customer,0,3,30,38.1,38.1,United Kingdom
15204,1,one time customer,0,9,258,316.58,316.58,United Kingdom
12607,2,repeating customer,0,202,2456,3159.02,1579.51,USA
13416,2,repeating customer,1,19,142,712.5,356.25,United Kingdom
15910,8,repeating customer,11,266,1013,1228.88,153.61,United Kingdom
14164,2,repeating customer,0,29,1033,1631.77,815.88,United Kingdom
13986,1,one time customer,0,13,430,320.46,320.46,United Kingdom
15311,118,repeating customer,12,2478,38621,61981.31,525.27,United Kingdom
